naslov,povezava,ocena,studii,tip,epizode,zvrsti,leto izdaje
Meitantei Conan Movie 06: Baker Street no Bourei,https://myanimelist.net/anime/1365/Meitantei_Conan_Movie_06__Baker_Street_no_Bourei,8.29,['TMS Entertainment'],Movie,1,"['Adventure', 'Mystery']",2002
Redline,https://myanimelist.net/anime/6675/Redline,8.29,['Madhouse'],Movie,1,"['Action', 'Sci-Fi']",2009
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai,8.29,['A-1 Pictures'],TV,11,"['Drama', 'Supernatural']",2011
Beck,https://myanimelist.net/anime/57/Beck,8.29,['Madhouse'],TV,26,[],2004
Given,https://myanimelist.net/anime/39533/Given,8.29,['Lerche'],TV,11,"['Boys Love', 'Drama']",2019
Sakamichi no Apollon,https://myanimelist.net/anime/12531/Sakamichi_no_Apollon,8.29,"['Tezuka Productions', 'MAPPA']",TV,12,"['Drama', 'Romance']",2012
Steins;Gate: Oukoubakko no Poriomania,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania,8.29,['White Fox'],Special,1,"['Comedy', 'Sci-Fi']",2012
Yuukoku no Moriarty Part 2,https://myanimelist.net/anime/43325/Yuukoku_no_Moriarty_Part_2,8.29,['Production I.G'],TV,13,"['Mystery', 'Suspense']",2021
Rurouni Kenshin: Meiji Kenkaku Romantan,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan,8.28,"['Gallop', 'Studio Deen']",TV,94,"['Action', 'Comedy', 'Romance']",1996
Tanoshii Muumin Ikka,https://myanimelist.net/anime/2150/Tanoshii_Muumin_Ikka,8.28,['Telescreen'],TV,78,"['Adventure', 'Fantasy', 'Slice of Life']",1990
Tokyo Godfathers,https://myanimelist.net/anime/759/Tokyo_Godfathers,8.28,['Madhouse'],Movie,1,"['Award Winning', 'Comedy', 'Drama']",2003
Yofukashi no Uta Season 2,https://myanimelist.net/anime/58390/Yofukashi_no_Uta_Season_2,8.28,['LIDENFILMS'],TV,12,"['Romance', 'Supernatural']",2025
Kage no Jitsuryokusha ni Naritakute! 2nd Season,https://myanimelist.net/anime/54595/Kage_no_Jitsuryokusha_ni_Naritakute_2nd_Season,8.28,['Nexus'],TV,12,"['Action', 'Comedy', 'Fantasy']",2023
Kino no Tabi: The Beautiful World,https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World,8.28,['A.C.G.T.'],TV,13,"['Adventure', 'Drama', 'Fantasy']",2003
Major: World Series,https://myanimelist.net/anime/11917/Major__World_Series,8.28,['SynergySP'],OVA,2,[],2011
Naruto: Shippuuden,https://myanimelist.net/anime/1735/Naruto__Shippuuden,8.28,['Studio Pierrot'],TV,500,"['Action', 'Adventure', 'Fantasy']",2007
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,https://myanimelist.net/anime/36371/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_3,8.28,['Production I.G'],Movie,4,"['Drama', 'Sci-Fi']",2019
Diamond no Ace: Act II,https://myanimelist.net/anime/38731/Diamond_no_Ace__Act_II,8.27,['Madhouse'],TV,52,[],2019
Doukyuusei,https://myanimelist.net/anime/30346/Doukyuusei,8.27,['A-1 Pictures'],Movie,1,[],2016
Fate/Zero,https://myanimelist.net/anime/10087/Fate_Zero,8.27,['ufotable'],TV,13,"['Action', 'Fantasy']",2011
Gin no Saji 2nd Season,https://myanimelist.net/anime/19363/Gin_no_Saji_2nd_Season,8.27,['A-1 Pictures'],TV,11,[],2014
Gintama: Shinyaku Benizakura-hen,https://myanimelist.net/anime/9735/Gintama__Shinyaku_Benizakura-hen,8.27,['Sunrise'],Special,1,"['Action', 'Comedy', 'Sci-Fi']",2010
Hotarubi no Mori e,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e,8.27,"[""Brain's Base""]",Movie,1,"['Award Winning', 'Drama', 'Romance', 'Supernatural']",2011
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",https://myanimelist.net/anime/58572/Shangri-La_Frontier__Kusoge_Hunter_Kamige_ni_Idoman_to_su_2nd_Season,8.27,['C2C'],TV,25,"['Action', 'Adventure', 'Fantasy']",2024
Shirobako,https://myanimelist.net/anime/25835/Shirobako,8.27,['P.A. Works'],TV,24,"['Award Winning', 'Comedy', 'Drama']",2014
Tenki no Ko,https://myanimelist.net/anime/38826/Tenki_no_Ko,8.27,['CoMix Wave Films'],Movie,1,"['Award Winning', 'Drama', 'Romance', 'Supernatural']",2019
Yuru Camp△,https://myanimelist.net/anime/34798/Yuru_Camp△,8.27,['C-Station'],TV,12,[],2018
Kaijuu 8-gou,https://myanimelist.net/anime/52588/Kaijuu_8-gou,8.27,['Production I.G'],TV,12,"['Action', 'Fantasy', 'Sci-Fi']",2024
Koukaku Kidoutai,https://myanimelist.net/anime/43/Koukaku_Kidoutai,8.27,['Production I.G'],Movie,1,"['Action', 'Award Winning', 'Mystery', 'Sci-Fi', 'Suspense']",1995
Dororo,https://myanimelist.net/anime/37520/Dororo,8.26,"['Tezuka Productions', 'MAPPA']",TV,24,"['Action', 'Adventure', 'Fantasy']",2019
Doupo Cangqiong 4th Season,https://myanimelist.net/anime/44412/Doupo_Cangqiong_4th_Season,8.26,['Motion Magic'],ONA,24,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural']",2021
Dr. Stone,https://myanimelist.net/anime/38691/Dr_Stone,8.26,['TMS Entertainment'],TV,24,"['Adventure', 'Comedy', 'Sci-Fi']",2019
Gyakkyou Burai Kaiji: Ultimate Survivor,https://myanimelist.net/anime/3002/Gyakkyou_Burai_Kaiji__Ultimate_Survivor,8.26,['Madhouse'],TV,26,[],2007
Seishun Buta Yarou wa Santa Claus no Yume wo Minai,https://myanimelist.net/anime/57433/Seishun_Buta_Yarou_wa_Santa_Claus_no_Yume_wo_Minai,8.26,['CloverWorks'],TV,13,"['Drama', 'Romance', 'Supernatural']",2025
Space☆Dandy 2nd Season,https://myanimelist.net/anime/23327/Space☆Dandy_2nd_Season,8.26,['Bones'],TV,13,"['Comedy', 'Sci-Fi']",2014
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,https://myanimelist.net/anime/32188/Steins_Gate__Kyoukaimenjou_no_Missing_Link_-_Divide_By_Zero,8.26,['White Fox'],TV Special,1,"['Sci-Fi', 'Suspense']",2015
Suzume no Tojimari,https://myanimelist.net/anime/50594/Suzume_no_Tojimari,8.26,['CoMix Wave Films'],Movie,1,"['Adventure', 'Supernatural']",2022
Tenkuu no Shiro Laputa,https://myanimelist.net/anime/513/Tenkuu_no_Shiro_Laputa,8.26,['Studio Ghibli'],Movie,1,"['Adventure', 'Award Winning', 'Fantasy']",1986
Tsubasa: Tokyo Revelations,https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations,8.26,['Production I.G'],OVA,3,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",2007
Shinsekai yori,https://myanimelist.net/anime/13125/Shinsekai_yori,8.25,['A-1 Pictures'],TV,25,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Suspense']",2012
Stranger: Mukou Hadan,https://myanimelist.net/anime/2418/Stranger__Mukou_Hadan,8.25,['Bones'],Movie,1,"['Action', 'Adventure']",2007
Tonari no Totoro,https://myanimelist.net/anime/523/Tonari_no_Totoro,8.25,['Studio Ghibli'],Movie,1,"['Adventure', 'Award Winning', 'Supernatural']",1988
Kuroshitsuji Movie: Book of the Atlantic,https://myanimelist.net/anime/31812/Kuroshitsuji_Movie__Book_of_the_Atlantic,8.25,['A-1 Pictures'],Movie,1,"['Action', 'Mystery', 'Supernatural']",2017
Nodame Cantabile,https://myanimelist.net/anime/1698/Nodame_Cantabile,8.25,['J.C.Staff'],TV,23,"['Comedy', 'Romance']",2007
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,https://myanimelist.net/anime/53111/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_IV__Shin_Shou_-_Yakusai-hen,8.25,['J.C.Staff'],TV,11,"['Action', 'Adventure', 'Fantasy']",2023
Fanren Xiu Xian Chuan: Xinghai Feichi,https://myanimelist.net/anime/57067/Fanren_Xiu_Xian_Chuan__Xinghai_Feichi,8.25,"['Original Force', 'Wonder Cat Animation']",ONA,48,"['Action', 'Adventure', 'Fantasy']",2023
Haikyuu!! Movie 4: Concept no Tatakai,https://myanimelist.net/anime/35111/Haikyuu_Movie_4__Concept_no_Tatakai,8.25,['Production I.G'],Movie,1,[],2017
Hajime no Ippo: Champion Road,https://myanimelist.net/anime/264/Hajime_no_Ippo__Champion_Road,8.25,['Madhouse'],TV Special,1,[],2003
Hajime no Ippo: Mashiba vs. Kimura,https://myanimelist.net/anime/265/Hajime_no_Ippo__Mashiba_vs_Kimura,8.25,['Madhouse'],OVA,1,[],2003
Hunter x Hunter: Greed Island Final,https://myanimelist.net/anime/139/Hunter_x_Hunter__Greed_Island_Final,8.25,['Nippon Animation'],OVA,14,"['Action', 'Adventure', 'Fantasy']",2004
Dr. Stone: Science Future,https://myanimelist.net/anime/57592/Dr_Stone__Science_Future,8.24,['TMS Entertainment'],TV,12,"['Adventure', 'Comedy', 'Sci-Fi']",2025
Golden Kamuy 2nd Season,https://myanimelist.net/anime/37989/Golden_Kamuy_2nd_Season,8.24,['Geno Studio'],TV,12,"['Action', 'Adventure']",2018
Gyakkyou Burai Kaiji: Hakairoku-hen,https://myanimelist.net/anime/10271/Gyakkyou_Burai_Kaiji__Hakairoku-hen,8.24,['Madhouse'],TV,26,[],2011
Sennen Joyuu,https://myanimelist.net/anime/1033/Sennen_Joyuu,8.24,['Madhouse'],Movie,1,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Romance']",2002
World Trigger 3rd Season,https://myanimelist.net/anime/44940/World_Trigger_3rd_Season,8.24,['Toei Animation'],TV,14,"['Action', 'Sci-Fi']",2021
Kage no Jitsuryokusha ni Naritakute!,https://myanimelist.net/anime/48316/Kage_no_Jitsuryokusha_ni_Naritakute,8.24,['Nexus'],TV,20,"['Action', 'Comedy', 'Fantasy']",2022
Kono Subarashii Sekai ni Shukufuku wo! 2,https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2,8.24,['Studio Deen'],TV,10,"['Adventure', 'Comedy', 'Fantasy']",2017
Meitantei Conan: Episode One - Chiisaku Natta Meitantei,https://myanimelist.net/anime/34036/Meitantei_Conan__Episode_One_-_Chiisaku_Natta_Meitantei,8.24,['TMS Entertainment'],TV Special,1,"['Adventure', 'Comedy', 'Mystery']",2016
Non Non Biyori Movie: Vacation,https://myanimelist.net/anime/36990/Non_Non_Biyori_Movie__Vacation,8.24,['SILVER LINK.'],Movie,1,[],2018
Planetes,https://myanimelist.net/anime/329/Planetes,8.24,['Sunrise'],TV,26,"['Award Winning', 'Drama', 'Romance', 'Sci-Fi']",2003
Re:Zero kara Hajimeru Isekai Seikatsu,https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu,8.24,['White Fox'],TV,25,"['Drama', 'Fantasy', 'Suspense']",2016
Kamisama Hajimemashita◎,https://myanimelist.net/anime/25681/Kamisama_Hajimemashita◎,8.23,['TMS Entertainment'],TV,12,"['Comedy', 'Romance', 'Supernatural']",2015
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,https://myanimelist.net/anime/33051/Kidou_Senshi_Gundam__Tekketsu_no_Orphans_2nd_Season,8.23,['Sunrise'],TV,25,"['Action', 'Drama', 'Sci-Fi']",2016
Majo no Takkyuubin,https://myanimelist.net/anime/512/Majo_no_Takkyuubin,8.23,['Studio Ghibli'],Movie,1,"['Adventure', 'Award Winning', 'Comedy', 'Drama', 'Fantasy']",1989
Ore dake Level Up na Ken,https://myanimelist.net/anime/52299/Ore_dake_Level_Up_na_Ken,8.23,['A-1 Pictures'],TV,12,"['Action', 'Adventure', 'Fantasy']",2024
Bakemono no Ko,https://myanimelist.net/anime/28805/Bakemono_no_Ko,8.23,['Studio Chizu'],Movie,1,[],2015
BanG Dream! It's MyGO!!!!!,https://myanimelist.net/anime/54959/BanG_Dream_Its_MyGO,8.23,['SANZIGEN'],TV,13,[],2023
Danshi Koukousei no Nichijou,https://myanimelist.net/anime/11843/Danshi_Koukousei_no_Nichijou,8.23,['Sunrise'],TV,12,[],2012
IDOLiSH7 Third Beat!,https://myanimelist.net/anime/45577/IDOLiSH7_Third_Beat,8.23,['TROYCA'],TV,13,[],2021
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai,8.23,['CloverWorks'],TV,13,"['Drama', 'Romance', 'Supernatural']",2018
Shen Yin Wangzuo 2nd Season,https://myanimelist.net/anime/52684/Shen_Yin_Wangzuo_2nd_Season,8.23,['Shenman Entertainment'],ONA,182,"['Action', 'Adventure', 'Fantasy']",2022
Shoujo Shuumatsu Ryokou,https://myanimelist.net/anime/35838/Shoujo_Shuumatsu_Ryokou,8.23,['White Fox'],TV,12,"['Adventure', 'Mystery', 'Sci-Fi', 'Slice of Life']",2017
Uma Musume: Pretty Derby Season 2,https://myanimelist.net/anime/42941/Uma_Musume__Pretty_Derby_Season_2,8.23,['Studio Kai'],TV,13,[],2021
Wu Liuqi: Anying Suming,https://myanimelist.net/anime/54029/Wu_Liuqi__Anying_Suming,8.23,"['Sharefun Studio', 'AHA Entertainment']",ONA,10,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",2023
Youjo Senki Movie,https://myanimelist.net/anime/37055/Youjo_Senki_Movie,8.23,['Nut'],Movie,1,"['Action', 'Fantasy']",2019
Shoujo Kakumei Utena,https://myanimelist.net/anime/440/Shoujo_Kakumei_Utena,8.22,['J.C.Staff'],TV,39,"['Award Winning', 'Drama', 'Fantasy', 'Mystery', 'Suspense']",1997
Trigun,https://myanimelist.net/anime/6/Trigun,8.22,['Madhouse'],TV,26,"['Action', 'Adventure', 'Sci-Fi']",1998
Wu Liuqi: Zui Qiang Fa Xing Shi,https://myanimelist.net/anime/40784/Wu_Liuqi__Zui_Qiang_Fa_Xing_Shi,8.22,['Sharefun Studio'],ONA,10,"['Action', 'Comedy', 'Drama', 'Mystery']",2019
Kobayashi-san Chi no Maid Dragon S,https://myanimelist.net/anime/39247/Kobayashi-san_Chi_no_Maid_Dragon_S,8.22,['Kyoto Animation'],TV,12,"['Slice of Life', 'Supernatural']",2021
Kono Sekai no Katasumi ni,https://myanimelist.net/anime/15227/Kono_Sekai_no_Katasumi_ni,8.22,['MAPPA'],Movie,1,"['Award Winning', 'Drama']",2016
Liz to Aoi Tori,https://myanimelist.net/anime/35677/Liz_to_Aoi_Tori,8.22,['Kyoto Animation'],Movie,1,"['Award Winning', 'Drama']",2018
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,https://myanimelist.net/anime/11977/Mahou_Shoujo_Madoka★Magica_Movie_1__Hajimari_no_Monogatari,8.22,['Shaft'],Movie,1,"['Drama', 'Suspense']",2012
Mimi wo Sumaseba,https://myanimelist.net/anime/585/Mimi_wo_Sumaseba,8.22,['Studio Ghibli'],Movie,1,"['Drama', 'Romance']",1995
Nodame Cantabile Finale,https://myanimelist.net/anime/5690/Nodame_Cantabile_Finale,8.22,['J.C.Staff'],TV,11,"['Comedy', 'Romance']",2010
Boku no Hero Academia 6th Season,https://myanimelist.net/anime/49918/Boku_no_Hero_Academia_6th_Season,8.22,['Bones'],TV,25,[],2022
Boku no Kokoro no Yabai Yatsu,https://myanimelist.net/anime/52578/Boku_no_Kokoro_no_Yabai_Yatsu,8.22,['Shin-Ei Animation'],TV,12,"['Comedy', 'Romance']",2023
Berserk: Ougon Jidai-hen III - Kourin,https://myanimelist.net/anime/12115/Berserk__Ougon_Jidai-hen_III_-_Kourin,8.21,['Studio 4°C'],Movie,1,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']",2013
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,https://myanimelist.net/anime/372/Cardcaptor_Sakura_Movie_2__Fuuin_Sareta_Card,8.21,['Madhouse'],Movie,1,"['Award Winning', 'Comedy', 'Drama', 'Romance']",2000
Dr. Stone: Science Future Part 2,https://myanimelist.net/anime/61322/Dr_Stone__Science_Future_Part_2,8.21,['TMS Entertainment'],TV,12,"['Adventure', 'Comedy', 'Sci-Fi']",2025
Fruits Basket 1st Season,https://myanimelist.net/anime/38680/Fruits_Basket_1st_Season,8.21,['TMS Entertainment'],TV,25,"['Drama', 'Romance', 'Supernatural']",2019
Saiki Kusuo no Ψ-nan: Kanketsu-hen,https://myanimelist.net/anime/38249/Saiki_Kusuo_no_Ψ-nan__Kanketsu-hen,8.21,"['J.C.Staff', 'Egg Firm']",TV Special,1,[],2018
Spy x Family Part 2,https://myanimelist.net/anime/50602/Spy_x_Family_Part_2,8.21,"['Wit Studio', 'CloverWorks']",TV,13,"['Action', 'Comedy']",2022
Tengoku Daimakyou,https://myanimelist.net/anime/53393/Tengoku_Daimakyou,8.21,['Production I.G'],TV,13,"['Adventure', 'Mystery', 'Sci-Fi']",2023
Kaguya-hime no Monogatari,https://myanimelist.net/anime/16664/Kaguya-hime_no_Monogatari,8.21,['Studio Ghibli'],Movie,1,"['Award Winning', 'Fantasy']",2013
Major S3,https://myanimelist.net/anime/1842/Major_S3,8.21,['Studio Hibari'],TV,26,[],2007
Mushoku Tensei II: Isekai Ittara Honki Dasu,https://myanimelist.net/anime/51179/Mushoku_Tensei_II__Isekai_Ittara_Honki_Dasu,8.21,['Studio Bind'],TV,12,"['Adventure', 'Drama', 'Fantasy', 'Ecchi']",2023
Ookami to Koushinryou,https://myanimelist.net/anime/2966/Ookami_to_Koushinryou,8.21,['Imagin'],TV,13,"['Adventure', 'Drama', 'Romance', 'Supernatural']",2008
ReLIFE: Kanketsu-hen,https://myanimelist.net/anime/35466/ReLIFE__Kanketsu-hen,8.21,['TMS Entertainment'],Special,4,"['Drama', 'Romance']",2018
InuYasha: Kanketsu-hen,https://myanimelist.net/anime/6811/InuYasha__Kanketsu-hen,8.20,['Sunrise'],TV,26,"['Action', 'Adventure', 'Fantasy', 'Romance']",2009
Kuroko no Basket 2nd Season,https://myanimelist.net/anime/16894/Kuroko_no_Basket_2nd_Season,8.20,['Production I.G'],TV,25,[],2013
Magi: The Kingdom of Magic,https://myanimelist.net/anime/18115/Magi__The_Kingdom_of_Magic,8.20,['A-1 Pictures'],TV,25,"['Action', 'Adventure', 'Fantasy']",2013
Major S1,https://myanimelist.net/anime/627/Major_S1,8.20,['Studio Hibari'],TV,26,[],2004
Meitantei Conan Movie 13: Shikkoku no Chaser,https://myanimelist.net/anime/5460/Meitantei_Conan_Movie_13__Shikkoku_no_Chaser,8.20,"['Tokyo Movie Shinsha', 'TMS Entertainment']",Movie,1,"['Action', 'Mystery']",2009
Quanzhi Gaoshou Specials,https://myanimelist.net/anime/37078/Quanzhi_Gaoshou_Specials,8.20,['Colored Pencil Animation'],ONA,3,[],2018
Bungou Stray Dogs 3rd Season,https://myanimelist.net/anime/38003/Bungou_Stray_Dogs_3rd_Season,8.20,['Bones'],TV,12,"['Action', 'Mystery']",2019
Dragon Ball Super: Broly,https://myanimelist.net/anime/36946/Dragon_Ball_Super__Broly,8.20,['Toei Animation'],Movie,1,"['Action', 'Adventure', 'Fantasy']",2018
Dragon Ball Z,https://myanimelist.net/anime/813/Dragon_Ball_Z,8.20,['Toei Animation'],TV,291,"['Action', 'Adventure', 'Comedy', 'Fantasy']",1989
Great Pretender,https://myanimelist.net/anime/40052/Great_Pretender,8.20,['Wit Studio'],TV,23,"['Action', 'Adventure', 'Mystery']",2020
Haikyuu!! Movie 3: Sainou to Sense,https://myanimelist.net/anime/35110/Haikyuu_Movie_3__Sainou_to_Sense,8.20,['Production I.G'],Movie,1,[],2017
SKET Dance,https://myanimelist.net/anime/9863/SKET_Dance,8.20,['Tatsunoko Production'],TV,77,[],2011
Wu Liuqi: Jiyi Suipian,https://myanimelist.net/anime/59150/Wu_Liuqi__Jiyi_Suipian,8.20,"['Sharefun Studio', 'AHA Entertainment']",ONA,10,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi', 'Supernatural']",2024
xxxHOLiC◆Kei,https://myanimelist.net/anime/3091/xxxHOLiC◆Kei,8.20,['Production I.G'],TV,13,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",2008
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku,8.20,['feel.'],TV,13,"['Comedy', 'Romance']",2015
Yubisaki to Renren,https://myanimelist.net/anime/55866/Yubisaki_to_Renren,8.20,['Ajia-do'],TV,12,[],2024
Sasaki to Miyano,https://myanimelist.net/anime/44055/Sasaki_to_Miyano,8.19,['Studio Deen'],TV,12,[],2022
Senki Zesshou Symphogear XV,https://myanimelist.net/anime/32843/Senki_Zesshou_Symphogear_XV,8.19,['Satelight'],TV,13,"['Action', 'Sci-Fi']",2019
Stand By Me Doraemon 2,https://myanimelist.net/anime/40853/Stand_By_Me_Doraemon_2,8.19,"['Shirogumi', 'Shin-Ei Animation']",Movie,1,"['Comedy', 'Sci-Fi']",2020
Vanitas no Karte Part 2,https://myanimelist.net/anime/49114/Vanitas_no_Karte_Part_2,8.19,['Bones'],TV,12,"['Action', 'Fantasy', 'Mystery']",2022
Initial D Second Stage,https://myanimelist.net/anime/186/Initial_D_Second_Stage,8.19,['Pastel'],TV,13,"['Action', 'Drama']",1999
Maison Ikkoku,https://myanimelist.net/anime/1453/Maison_Ikkoku,8.19,['Studio Deen'],TV,96,"['Comedy', 'Drama', 'Romance']",1986
Mo Dao Zu Shi Q,https://myanimelist.net/anime/40435/Mo_Dao_Zu_Shi_Q,8.19,['B.CMAY PICTURES'],ONA,30,"['Comedy', 'Fantasy']",2020
Ao no Hako,https://myanimelist.net/anime/57181/Ao_no_Hako,8.19,['Telecom Animation Film'],TV,25,"['Romance', 'Sports']",2024
Asobi Asobase,https://myanimelist.net/anime/37171/Asobi_Asobase,8.19,['Lerche'],TV,12,[],2018
Girls & Panzer Movie,https://myanimelist.net/anime/18617/Girls___Panzer_Movie,8.19,['Actas'],Movie,1,"['Action', 'Award Winning']",2015
Horimiya,https://myanimelist.net/anime/42897/Horimiya,8.19,['CloverWorks'],TV,13,[],2021
Ballroom e Youkoso,https://myanimelist.net/anime/34636/Ballroom_e_Youkoso,8.18,['Production I.G'],TV,24,[],2017
Cardcaptor Sakura,https://myanimelist.net/anime/232/Cardcaptor_Sakura,8.18,['Madhouse'],TV,70,"['Adventure', 'Comedy', 'Drama', 'Romance']",1998
Chihayafuru,https://myanimelist.net/anime/10800/Chihayafuru,8.18,['Madhouse'],TV,25,"['Drama', 'Sports']",2011
Fanren Xiu Xian Chuan: Waihai Fengyun,https://myanimelist.net/anime/60557/Fanren_Xiu_Xian_Chuan__Waihai_Fengyun,8.17,"['Original Force', 'Wonder Cat Animation']",ONA,52,"['Action', 'Adventure', 'Fantasy']",2025
Fate/stay night: Unlimited Blade Works,https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works,8.18,['ufotable'],TV,12,"['Action', 'Fantasy']",2014
Fate/strange Fake: Whispers of Dawn,https://myanimelist.net/anime/53127/Fate_strange_Fake__Whispers_of_Dawn,8.18,['A-1 Pictures'],TV Special,1,"['Action', 'Fantasy']",2023
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,https://myanimelist.net/anime/36370/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_2,8.18,['Production I.G'],Movie,4,"['Drama', 'Sci-Fi']",2019
Hachimitsu to Clover II,https://myanimelist.net/anime/1142/Hachimitsu_to_Clover_II,8.18,['J.C.Staff'],TV,12,"['Drama', 'Romance']",2006
Hunter x Hunter: Greed Island,https://myanimelist.net/anime/138/Hunter_x_Hunter__Greed_Island,8.18,['Nippon Animation'],OVA,8,"['Action', 'Adventure', 'Fantasy']",2003
xxxHOLiC Rou,https://myanimelist.net/anime/6864/xxxHOLiC_Rou,8.18,['Production I.G'],OVA,2,"['Drama', 'Mystery', 'Supernatural']",2010
Yi Nian Yong Heng: Chuan Cheng Pian,https://myanimelist.net/anime/49574/Yi_Nian_Yong_Heng__Chuan_Cheng_Pian,8.18,['B.CMAY PICTURES'],ONA,54,"['Action', 'Adventure', 'Fantasy']",2022
Yojouhan Time Machine Blues,https://myanimelist.net/anime/49590/Yojouhan_Time_Machine_Blues,8.18,['Science SARU'],ONA,6,"['Comedy', 'Mystery', 'Romance', 'Suspense']",2022
K-On!!,https://myanimelist.net/anime/7791/K-On,8.18,['Kyoto Animation'],TV,26,"['Award Winning', 'Comedy']",2010
Kimetsu no Yaiba: Katanakaji no Sato-hen,https://myanimelist.net/anime/51019/Kimetsu_no_Yaiba__Katanakaji_no_Sato-hen,8.18,['ufotable'],TV,11,"['Action', 'Supernatural']",2023
Kuroshitsuji: Midori no Majo-hen,https://myanimelist.net/anime/59228/Kuroshitsuji__Midori_no_Majo-hen,8.18,['CloverWorks'],TV,13,"['Action', 'Mystery', 'Supernatural']",2025
Made in Abyss Movie 1: Tabidachi no Yoake,https://myanimelist.net/anime/37514/Made_in_Abyss_Movie_1__Tabidachi_no_Yoake,8.18,['Kinema Citrus'],Movie,1,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",2019
Major S4,https://myanimelist.net/anime/3226/Major_S4,8.18,['SynergySP'],TV,26,[],2008
Meitantei Conan,https://myanimelist.net/anime/235/Meitantei_Conan,8.18,['TMS Entertainment'],TV,Unknown,"['Adventure', 'Comedy', 'Mystery']",1996
Meitantei Conan Movie 20: Junkoku no Nightmare,https://myanimelist.net/anime/32005/Meitantei_Conan_Movie_20__Junkoku_no_Nightmare,8.18,['TMS Entertainment'],Movie,1,"['Action', 'Mystery']",2016
Mononoke Movie: Dai-2 Shou - Hinezumi,https://myanimelist.net/anime/59408/Mononoke_Movie__Dai-2_Shou_-_Hinezumi,8.18,"['EOTA', 'Crew-Cell']",Movie,1,"['Horror', 'Mystery', 'Supernatural', 'Suspense']",2025
Nomad: Megalo Box 2,https://myanimelist.net/anime/40729/Nomad__Megalo_Box_2,8.18,['TMS Entertainment'],TV,13,"['Sci-Fi', 'Sports']",2021
Non Non Biyori Repeat,https://myanimelist.net/anime/23623/Non_Non_Biyori_Repeat,8.18,['SILVER LINK.'],TV,12,[],2015
One Piece Movie 14: Stampede,https://myanimelist.net/anime/38234/One_Piece_Movie_14__Stampede,8.18,['Toei Animation'],Movie,1,"['Action', 'Adventure', 'Fantasy']",2019
Initial D Fourth Stage,https://myanimelist.net/anime/18/Initial_D_Fourth_Stage,8.17,['A.C.G.T.'],TV,24,"['Action', 'Drama']",2004
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",https://myanimelist.net/anime/33323/Kamisama_Hajimemashita__Kamisama_Shiawase_ni_Naru,8.17,['TMS Entertainment'],OVA,1,"['Comedy', 'Romance', 'Supernatural']",2016
Kono Subarashii Sekai ni Shukufuku wo! 3: Bonus Stage,https://myanimelist.net/anime/59833/Kono_Subarashii_Sekai_ni_Shukufuku_wo_3__Bonus_Stage,8.17,['Drive'],OVA,2,"['Adventure', 'Comedy', 'Fantasy']",2025
